content,Label
thursday time new covid 19 infection flattening out in britain tomorrow paper today bbc paper via hendopolis pictwittercomvh79paz fj,0
the government of columbia ha bill ready to close down the whole country in eight day,1
indiafightscoronavirus union govt reach landmark of distributing more than cr n95 mask to state more than 128 cr pp and 10 cr hcq distributed free of cost pmo india drharshvardhan ashwini choubey pib india covid news by mib dd newslive,0
covid19 cause prolonged and progressive hypoxia starving your body of oxygen by binding to the heme group in hemoglobin in your red blood cell people are simply desaturating losing o2 in their blood and thats what eventually lead to organ failure that kill them not any form of ards or pneumonia,1
160 new case of covid19 nigeria plateau 44 lagos 27 katsina 18 edo 15 fct14 ondo 10 oyo kwara abia nasarawa kano ekiti kaduna kebbi ogun 53477 confirmed 41017 discharged 1011 death,0
video showing medical staff in turkey saluting citizen,1
the south reported nearly 65 of the case in the country today at 39k that more in one region than the country had ever reported before june 25,0
ipswich hospital is beginning the process of reintroducing nonurgent service it set up red ward for covid 19 patient when the pandemic broke it is now deepcleaning it and turning it back into green ward for noncoronavirus patient pictwittercomx3cnb dm 1dz,0
hyderabad 45 of the 47 collected sample test negative listen in to ashi india today for more detail it video coronavirus covid 19 pictwittercomzhyl vm 2nes,0
whatsapp message offering food for family that the spanish charity carit will donate,1
racist scene against chinese people in the metro in belgium,1
photograph of the army in dublin city centre show that the country is about to go into lockdown,1
data from show massive release of sulfur dioxide gas from the outskirt of wuhan commonly associated with the burning of organic matter level are elevated even compared with the rest of china,1
call to legislate covid 19 eviction moratorium act accused of pursuing social housing tenant,0
consuming alcohol beverage or vodka will reduce risk of covid19 infection,1
video show president donald trump saying covid19 is the democrat new hoax,1
donald trump said brazil is the only country in which the supreme court is hampering the national government ability to deal with covid19 also he criticized brazilian state governor,1
hc learn about covid19 associated vte risk and consideration in our upcoming webinar mark your calendar for september 17 pm et pre register now,0
sauna give protection against covid19,1
violating lock down is common for politician don be ashamed of them during pandemic gujarati 2nd worst flying to flameforce him under dma 2005vijayrupanibjp pmo india hmo india deepal trevedie,1
$EMOJI$ corona virus update $EMOJI$ india covid19 recovery rate improves to 7698 on september 02 2020 $EMOJI$ steady improvement in india covid19 recovery rate since lockdown initiation on march 25 2020 india fight corona icmrdelhi via mo hfwindia,0
if we stopped testing right now wed have very few case if any,1
